PassengerId,Pclass,Age,FamilySize,Sex_male,Title_encoded,Deck_encoded,Fare_log
1224,3,-0.3898765567480495,1,True,3,0,-0.8468674614993068
1225,3,-0.7755729814581491,3,False,4,0,-0.13583518066923053
1226,3,-0.15845870192198966,1,True,3,0,-0.7684325309398787
1227,1,0.07295915290407014,1,True,3,3,0.34230616626215116
1228,2,0.22723772278811002,1,True,3,0,-0.3147579596899044
1229,3,0.7672127173822496,3,True,3,0,-0.8463567323242689
1230,2,-0.31273727180602956,1,True,3,0,0.5277897267833629
1231,3,-0.3898765567480495,1,True,1,0,-0.8463567323242689
1232,2,-0.8527122664001691,1,True,3,0,-0.5115534905999719
1233,3,0.22723772278811002,1,True,3,0,-0.8046868196865562
1234,3,-0.3898765567480495,11,True,3,0,1.3032071668479053
1235,1,2.2328591312806285,2,False,4,2,3.288662789736124
1236,3,-0.3898765567480495,3,True,1,0,-0.21293116185528096
1237,3,-1.006990836284209,1,False,2,0,-0.7964646065729416
1238,2,-0.2355979868640096,1,True,3,0,-0.3147579596899044
1239,3,0.6900734324402297,1,False,4,0,-0.8463567323242689
1240,2,-0.3898765567480495,1,True,3,0,-0.2796514344362956
1241,2,0.1500984378460901,1,False,2,0,0.13742301401758558
1242,1,1.2300484270343692,2,False,4,4,1.211311594319799
1243,2,-0.31273727180602956,1,True,3,0,-0.5115534905999719
1244,2,-0.8527122664001691,1,True,3,0,1.3577082195922026
1245,2,1.538605566802449,4,True,3,0,1.2365113430825083
1246,3,-2.2281057169163843,4,False,2,0,0.11790734494429148
1247,1,1.6157448517444688,1,True,3,5,0.34230616626215116
1248,1,2.309998416222648,3,False,4,3,1.0071741704769102
1249,3,-0.3898765567480495,1,True,3,0,-0.7703011326596787
1250,3,-0.3898765567480495,1,True,3,0,-0.7849652465102707
1251,3,0.07295915290407014,2,False,4,0,-0.14735668214427344
1252,3,-1.122699763697239,11,True,1,0,1.3032071668479053
1253,2,-0.3898765567480495,3,False,4,0,0.6843141116880803
1254,2,0.1500984378460901,1,False,4,0,0.13742301401758558
1255,3,-0.15845870192198966,1,True,3,0,-0.6857235491079389
1256,1,-0.31273727180602956,2,False,4,5,1.0799970581377187
1257,3,-0.3898765567480495,11,False,4,0,1.3032071668479053
1258,3,-0.3898765567480495,2,True,3,0,-0.21562627717388913
1259,3,-0.5441551266320893,1,False,2,0,0.7525679140115694
1260,1,1.2300484270343692,2,False,4,0,1.147807286232667
1261,2,-0.0041801320379497965,1,True,3,0,-0.2552308750891372
1262,2,-0.6212944115741093,2,True,3,0,-0.428135751522367
1263,1,0.1500984378460901,1,False,2,5,1.9561399290432993
1264,1,1.538605566802449,1,True,3,2,-2.954958820932619
1265,2,1.1529091420923492,1,True,3,0,-0.3147579596899044
1266,1,1.9243019915125485,3,False,4,1,1.4640870892430917
1267,1,1.2300484270343692,1,False,2,0,2.621035142234613
1268,3,-0.5441551266320893,3,False,2,0,-0.6857235491079389
1269,2,-0.6212944115741093,1,True,3,0,-0.428135751522367
1270,1,2.0014412764545684,1,True,3,3,0.9785705136833662
1271,3,-1.8555229706464282,7,True,1,0,0.5243206808124197
1272,3,-0.3898765567480495,1,True,3,0,-0.7849652465102707
1273,3,-0.2355979868640096,1,True,3,0,-0.7703011326596787
1274,3,-0.3898765567480495,1,False,4,0,-0.21293116185528096
1275,3,-0.7755729814581491,2,False,4,0,-0.11465015451047975
1276,2,-0.19702834439299963,1,True,3,0,-0.3237305158928185
1277,2,-0.3898765567480495,4,False,2,0,1.2365113430825083
1278,3,-0.3898765567480495,1,True,3,0,-0.78211094126271
1279,2,2.1557198463386085,1,True,3,0,-0.3147579596899044
1280,3,-0.6212944115741093,1,True,3,0,-0.7849652465102707
1281,3,-1.7783836857044084,5,True,1,0,0.14082778183242697
1282,1,-0.46701584169006943,1,True,3,2,1.595611970284472
1283,1,1.6928841366864888,2,False,4,4,0.7454737063456213
1284,3,-1.2384086911102687,3,True,1,0,0.10272242640827337
1285,2,1.384326996918409,1,True,3,0,-0.5115534905999719
1286,3,-0.0041801320379497965,5,True,3,0,0.18298087495648765
1287,1,-0.8527122664001691,2,False,4,3,1.1576963286365844
1288,3,-0.3898765567480495,1,True,3,0,-0.8438312427480825
1289,1,1.461466281860429,3,False,4,2,1.4314645546417442
1290,3,-0.5441551266320893,1,True,3,0,-0.78211094126271
1291,3,0.1500984378460901,1,True,3,0,-0.7868764693765459
1292,1,0.07295915290407014,1,False,2,3,2.1584403634091385
1293,2,0.6900734324402297,2,True,3,0,0.13742301401758558
1294,1,-0.5441551266320893,2,False,2,0,1.147807286232667
1295,1,-0.929851551342189,1,True,3,0,0.9200016905683823
1296,1,1.0757698571503294,2,True,3,4,0.40411767118543707
1297,2,-0.6984336965161292,1,True,3,4,-0.2549481222740939
1298,2,-0.46701584169006943,2,True,3,0,-0.5115534905999719
1299,1,1.6157448517444688,3,True,3,3,2.406305254028695
1300,3,-0.3898765567480495,1,False,2,0,-0.7883094184854665
1301,3,-2.0098015405304683,3,False,2,0,-0.26085537956763155
1302,3,-0.3898765567480495,1,False,2,0,-0.7849652465102707
1303,1,0.6129341474982097,2,False,4,3,1.557855289015853
1304,3,-0.08131941697996974,1,False,2,0,-0.78211094126271
1305,3,-0.3898765567480495,1,True,3,0,-0.7512395818080381
1306,1,0.7672127173822496,1,False,0,3,1.7466484145470411
1307,3,0.7286430749112396,1,True,3,0,-0.8438312427480825
1308,3,-0.3898765567480495,1,True,3,0,-0.7512395818080381
1309,3,-0.3898765567480495,3,True,1,0,0.1973589016079331
